data_date,I1
2018-12-13,15.32
2018-12-14,16.44
2018-12-17,15.6
2018-12-18,16.38
2018-12-19,16.65
2018-12-20,15.83
2018-12-21,15.29
2018-12-24,15.26
2018-12-25,15.88
2018-12-26,16.59
2018-12-27,16.17
2018-12-28,16.3
2018-12-29,15.15
2019-01-02,16.08
2019-01-03,16.01
2019-01-04,15.22
2019-01-07,15.59
2019-01-08,17.0
2019-01-09,16.31
2019-01-10,15.69
2019-01-11,16.43
2019-01-14,15.81
2019-01-15,15.65
2019-01-16,15.98
2019-01-17,15.59
2019-01-18,15.74
2019-01-21,15.32
2019-01-22,16.23
2019-01-23,16.08
2019-01-24,17.01
2019-01-25,15.74
2019-01-28,16.22
2019-01-29,16.45
2019-01-30,15.85
2019-01-31,15.87
2019-02-01,16.09
2019-02-18,16.31
2019-02-19,16.21
2019-02-20,16.77
2019-02-21,15.9
2019-02-22,15.64
2019-02-25,15.57
2019-02-26,16.01
2019-02-27,16.47
2019-02-28,15.86
2019-03-01,15.57
2019-03-06,15.05
2019-03-07,14.95
2019-03-08,15.17
2019-03-11,15.61
2019-03-12,16.09
2019-03-13,15.58
2019-03-14,16.14
2019-03-15,16.14
2019-03-18,16.63
2019-03-19,16.1
2019-03-20,16.0
2019-03-21,16.11
2019-03-22,15.45
2019-03-25,16.61
2019-03-26,16.21
2019-03-27,15.55
2019-03-28,16.17
2019-03-29,15.98
2019-04-01,15.82
2019-04-02,16.06
2019-04-03,16.74
2019-04-04,15.7
2019-04-08,15.79
2019-04-09,16.49
2019-04-10,16.02
2019-04-11,16.27
2019-04-12,16.05
2019-04-15,15.57
2019-04-16,16.38
2019-04-17,15.7
2019-04-18,15.59
2019-04-19,16.56
2019-04-22,16.35
2019-04-23,15.96
2019-04-24,16.33
2019-04-25,16.36
2019-04-26,15.99
2019-04-28,15.86
2019-04-29,15.1
2019-04-30,15.89
2019-05-05,15.36
2019-05-06,15.54
2019-05-07,15.37
2019-05-08,15.22
2019-05-09,15.32
2019-05-10,16.59
2019-05-13,15.85
2019-05-14,15.5
2019-05-15,16.18
2019-05-16,15.81
2019-05-17,15.17
2019-05-20,16.01
2019-05-21,16.08
2019-05-22,15.95
2019-05-23,15.67
2019-05-24,16.68
2019-05-27,16.21
2019-05-28,15.34
2019-05-29,16.44
2019-05-30,16.21
2019-05-31,15.84
2019-06-03,15.63
2019-06-04,15.28
2019-06-05,16.05
2019-06-06,15.94
2019-06-10,16.25
2019-06-11,16.17
2019-06-12,15.99
2019-06-13,16.24
2019-06-14,16.65
2019-06-17,16.03
2019-06-18,16.5
2019-06-19,16.11
2019-06-20,16.28
2019-06-21,15.34
2019-06-24,16.54
2019-06-25,16.44
2019-06-26,15.4
2019-06-27,15.45
2019-06-28,16.46
2019-07-01,15.7
2019-07-02,16.08
2019-07-03,15.5
2019-07-04,16.41
2019-07-05,15.63
2019-07-08,15.82
2019-07-09,15.36
2019-07-10,16.01
2019-07-11,16.23
2019-07-12,16.22
2019-07-15,16.12
2019-07-16,16.59
2019-07-17,15.8
2019-07-18,16.94
2019-07-19,15.42
2019-07-22,15.81
2019-07-23,15.12
2019-07-24,16.18
2019-07-25,15.79
2019-07-26,16.24
2019-07-29,16.53
2019-07-30,15.3
2019-07-31,16.37
2019-08-01,16.25
2019-08-02,16.22
2019-08-05,15.76
2019-08-06,15.49
2019-08-07,15.77
2019-08-08,16.27
2019-08-09,15.14
2019-08-12,16.01
2019-08-13,15.54
2019-08-14,15.91
2019-08-15,15.3
2019-08-16,15.57
2019-08-19,14.73
2019-08-20,15.7
2019-08-21,15.48
2019-08-22,15.04
2019-08-23,16.07
2019-08-26,14.95
2019-08-27,15.35
2019-08-28,15.0
2019-08-29,15.86
2019-08-30,16.04
2019-09-02,15.13
2019-09-03,15.88
2019-09-04,15.61
2019-09-05,15.08
2019-09-06,15.83
2019-09-09,15.92
2019-09-10,15.21
2019-09-11,15.84
2019-09-12,15.34
2019-09-16,15.65
2019-09-17,15.77
2019-09-18,15.87
2019-09-19,15.85
2019-09-20,15.73
2019-09-23,14.61
2019-09-24,14.43
2019-09-25,14.55
2019-09-27,16.05
2019-09-29,15.46
2019-09-30,15.69
2019-10-08,16.26
2019-10-09,16.64
2019-10-10,15.92
2019-10-11,16.36
2019-10-12,15.71
2019-10-14,14.89
2019-10-15,15.69
2019-10-16,14.96
2019-10-17,15.32
2019-10-18,15.87
2019-10-21,15.55
2019-10-22,15.46
2019-10-23,15.51
2019-10-24,15.39
2019-10-25,15.69
2019-10-28,15.49
2019-10-29,16.23
2019-10-30,15.8
2019-10-31,15.09
2019-11-01,16.13
2019-11-04,15.98
2019-11-05,16.11
2019-11-06,15.94
2019-11-07,14.9
2019-11-08,15.38
2019-11-11,16.25
2019-11-12,16.23
2019-11-13,14.78
2019-11-14,16.31
2019-11-15,14.5
2019-11-18,14.83
2019-11-19,14.8
2019-11-20,15.85
2019-11-21,15.62
2019-11-22,17.01
2019-11-25,16.12
2019-11-26,15.88
2019-11-27,14.21
2019-11-28,15.15
2019-11-29,14.58
2019-12-02,14.2
2019-12-03,14.35
2019-12-04,14.99
2019-12-05,15.15
2019-12-06,15.09
2019-12-09,15.22
2019-12-10,16.55
2019-12-11,15.56
2019-12-12,16.27
2019-12-13,14.8
2019-12-16,14.94
2019-12-17,14.32
2019-12-18,15.3
2019-12-19,14.39
2019-12-20,15.88
2019-12-23,15.28
2019-12-24,15.91
2019-12-25,15.38
2019-12-26,15.53
2019-12-27,15.1
2019-12-30,15.15
2019-12-31,15.9
2020-01-02,15.14
2020-01-03,15.39
2020-01-06,14.91
2020-01-07,14.96
2020-01-08,15.33
2020-01-09,15.28
2020-01-10,15.28
2020-01-13,16.45
2020-01-14,15.94
2020-01-15,15.58
2020-01-16,15.65
2020-01-17,15.07
2020-03-02,14.99
2020-03-03,15.5
2020-03-04,15.1
2020-03-05,14.76
2020-03-06,15.61
2020-03-09,15.37
2020-03-10,15.51
2020-03-11,15.4
2020-03-12,15.89
2020-03-13,15.7
2020-03-16,15.31
2020-03-17,15.8
2020-03-18,16.06
2020-03-19,15.15
2020-03-20,14.87
2020-03-23,15.14
2020-03-24,15.18
2020-03-25,14.61
2020-03-26,15.09
2020-03-27,15.42
2020-03-30,16.76
2020-03-31,15.12
2020-04-01,15.56
2020-04-02,16.48
2020-04-03,15.96
2020-04-07,16.17
2020-04-08,15.26
2020-04-09,15.96
2020-04-10,15.83
2020-04-13,16.07
2020-04-14,14.84
2020-04-15,15.52
2020-04-16,16.34
2020-04-17,15.4
2020-04-20,14.93
2020-04-21,15.51
2020-04-22,14.48
2020-04-23,15.22
2020-04-24,15.27
2020-04-26,14.96
2020-04-27,16.01
2020-04-28,15.75
2020-04-29,15.51
2020-04-30,15.06
2020-05-06,15.63
2020-05-07,16.52
2020-05-08,15.59
2020-05-09,14.92
2020-05-11,15.86
2020-05-12,15.66
2020-05-13,15.62
2020-05-14,16.03
2020-05-15,16.39
2020-05-18,15.7
2020-05-19,15.76
2020-05-20,15.31
2020-05-21,15.76
2020-05-22,15.41
2020-05-25,16.35
2020-05-26,16.41
2020-05-27,15.41
2020-05-28,14.76
2020-05-29,15.33
2020-06-01,15.7
2020-06-02,15.73
2020-06-03,14.87
2020-06-04,14.11
2020-06-05,16.06
2020-06-08,15.31
2020-06-09,15.36
2020-06-10,16.28
2020-06-11,14.97
2020-06-12,14.92
2020-06-15,15.95
2020-06-16,15.36
2020-06-17,14.92
2020-06-18,16.54
2020-06-19,16.19
2020-06-22,16.19
2020-06-23,15.59
2020-06-24,15.35
2020-06-28,15.03
2020-06-29,14.91
2020-06-30,14.96
2020-07-01,16.17
2020-07-02,15.5
2020-07-03,14.95
2020-07-06,15.77
2020-07-07,14.9
2020-07-08,15.22
2020-07-09,15.92
2020-07-10,15.95
2020-07-13,16.45
2020-07-14,15.32
2020-07-15,15.0
2020-07-16,15.88
2020-07-17,15.23
2020-07-20,16.39
2020-07-21,17.8
2020-07-22,14.93
2020-07-23,16.66
2020-07-24,17.29
2020-07-27,16.1
2020-07-28,15.92
2020-07-29,16.17
2020-07-30,14.98
2020-07-31,15.95
2020-08-03,15.63
2020-08-04,16.51
2020-08-05,15.89
2020-08-06,15.28
2020-08-07,15.19
2020-08-10,15.97
2020-08-11,17.35
2020-08-12,16.93
2020-08-13,16.13
2020-08-14,14.82
2020-08-17,15.72
2020-08-18,16.08
2020-08-19,16.36
2020-08-20,15.58
2020-08-21,15.86
2020-08-24,16.44
2020-08-25,13.8
2020-08-26,15.75
2020-08-27,14.45
2020-08-28,14.84
2020-08-31,16.37
2020-09-01,15.27
2020-09-02,15.74
2020-09-03,14.47
2020-09-04,14.5
2020-09-07,15.68
2020-09-08,15.18
2020-09-09,14.8
2020-09-10,15.42
2020-09-11,14.97
2020-09-14,12.82
2020-09-15,12.45
2020-09-16,14.31
2020-09-17,14.45
2020-09-18,14.06
2020-09-21,14.76
2020-09-22,14.25
2020-09-23,14.93
2020-09-24,15.01
2020-09-25,15.43
2020-09-27,13.73
2020-09-28,12.69
2020-09-29,13.91
2020-09-30,13.74
2020-10-09,14.29
2020-10-10,15.44
2020-10-12,14.75
2020-10-13,15.63
2020-10-14,14.94
2020-10-15,14.97
2020-10-16,14.88
2020-10-19,14.84
2020-10-20,14.95
2020-10-21,16.09
2020-10-22,15.52
2020-10-23,14.38
2020-10-26,14.41
2020-10-27,12.37
2020-10-28,14.76
2020-10-29,13.8
2020-10-30,14.61
2020-11-02,14.91
2020-11-03,14.37
2020-11-04,15.48
2020-11-05,14.86
2020-11-06,15.05
2020-11-09,15.04
2020-11-10,13.22
2020-11-11,15.34
2020-11-12,16.06
2020-11-13,14.66
2020-11-16,14.96
2020-11-17,15.46
2020-11-18,14.58
2020-11-19,14.52
2020-11-20,15.17
2020-11-23,15.77
2020-11-24,15.02
2020-11-25,15.58
2020-11-26,15.55
2020-11-27,13.98
2020-11-30,15.0
2020-12-01,15.17
2020-12-02,13.97
2020-12-03,15.16
2020-12-04,14.79
2020-12-07,14.65
2020-12-08,14.93
2020-12-09,14.78
2020-12-10,14.97
2020-12-11,15.2
2020-12-14,13.9
2020-12-15,15.07
2020-12-16,14.8
2020-12-17,14.96
2020-12-18,14.97
2020-12-21,15.04
2020-12-22,15.4
2020-12-23,15.14
2020-12-24,13.99
2020-12-25,14.17
2020-12-28,15.07
2020-12-29,14.88
2020-12-30,14.41
2020-12-31,14.16
2021-01-04,12.75
2021-01-05,13.91
2021-01-06,13.21
2021-01-07,13.36
2021-01-08,13.65
2021-01-11,15.25
2021-01-12,14.45
2021-01-13,14.61
2021-01-14,13.46
2021-01-15,14.57
2021-01-18,14.81
2021-01-19,14.07
2021-01-20,15.62
2021-01-21,14.48
2021-01-22,14.48
2021-01-25,14.66
2021-01-26,14.71
2021-01-27,14.79
2021-01-28,15.12
2021-01-29,14.81
2021-02-01,15.71
2021-02-02,16.24
2021-02-03,14.23
2021-02-04,14.99
2021-02-05,15.3
2021-02-20,14.59
2021-02-22,16.05
2021-02-23,14.96
2021-02-24,15.62
2021-02-25,15.91
2021-02-26,15.25
2021-03-01,15.21
2021-03-02,15.01
2021-03-03,13.94
2021-03-04,15.06
2021-03-05,14.66
2021-03-08,15.35
2021-03-09,15.57
2021-03-10,14.89
2021-03-11,14.75
2021-03-12,15.08
2021-03-15,15.3
2021-03-16,14.27
2021-03-17,14.66
2021-03-18,15.56
2021-03-19,14.62
2021-03-22,15.49
2021-03-23,15.44
2021-03-24,15.53
2021-03-25,15.75
2021-03-26,14.64
2021-03-29,14.23
2021-03-30,15.34
2021-03-31,14.5
2021-04-01,14.22
2021-04-02,14.59
2021-04-06,14.72
2021-04-07,14.63
2021-04-08,15.86
2021-04-09,15.07
2021-04-12,14.91
2021-04-13,15.61
2021-04-14,14.28
2021-04-15,14.96
2021-04-16,13.78
2021-04-19,14.91
2021-04-20,13.29
2021-04-21,14.56
2021-04-22,13.49
2021-04-23,14.54
2021-04-25,14.44
2021-04-26,14.47
2021-04-27,14.47
2021-04-28,14.81
2021-04-29,13.96
2021-04-30,13.48
2021-05-06,15.32
2021-05-07,14.7
2021-05-08,15.81
2021-05-10,14.37
2021-05-11,14.51
2021-05-12,15.92
2021-05-13,14.3
2021-05-14,14.55
2021-05-17,15.36
2021-05-18,14.57
2021-05-19,14.44
2021-05-20,14.85
2021-05-21,14.47
2021-05-24,14.73
2021-05-25,15.3
2021-05-26,14.33
2021-05-27,14.05
2021-05-28,13.44
2021-05-31,14.37
2021-06-01,14.44
2021-06-02,14.67
2021-06-03,14.91
2021-06-04,14.39
2021-06-07,15.45
2021-06-08,14.92
2021-06-09,15.02
2021-06-10,15.73
2021-06-11,14.52
2021-06-15,15.95
2021-06-16,15.03
2021-06-17,12.39
2021-06-18,14.02
2021-06-21,14.24
2021-06-22,15.01
2021-06-23,13.48
2021-06-24,15.28
2021-06-25,14.18
2021-06-28,14.7
2021-06-29,14.21
2021-06-30,13.48
2021-07-01,14.12
2021-07-02,14.84
2021-07-05,16.07
2021-07-06,15.54
2021-07-07,16.09
2021-07-08,14.52
2021-07-09,13.48
2021-07-12,15.79
2021-07-13,16.25
2021-07-14,15.36
2021-07-15,15.3
2021-07-16,15.22
2021-07-19,14.32
2021-07-20,16.27
2021-07-21,15.28
2021-07-22,15.56
2021-07-23,13.91
2021-07-26,15.35
2021-07-27,14.27
2021-07-28,14.31
2021-07-29,14.65
2021-07-30,13.65
2021-08-02,14.62
2021-08-03,15.2
2021-08-04,15.98
2021-08-05,14.74
2021-08-06,15.19
2021-08-09,15.17
2021-08-10,15.84
2021-08-11,15.42
2021-08-12,14.59
2021-08-13,15.32
2021-08-16,15.04
2021-08-17,14.25
2021-08-18,14.58
2021-08-19,13.67
2021-08-20,13.74
2021-08-23,14.98
2021-08-24,14.97
2021-08-25,14.8
2021-08-26,14.21
2021-08-27,13.94
2021-08-30,14.58
2021-08-31,15.82
2021-09-01,16.44
2021-09-03,15.42
2021-09-06,15.68
2021-09-07,13.89
2021-09-08,13.89
2021-09-09,14.67
2021-09-10,15.93
2021-09-13,14.75
2021-09-14,16.17
2021-09-15,14.15
2021-09-16,13.89
2021-09-17,12.97
2021-09-18,14.52
2021-09-22,14.0
2021-09-23,13.45
2021-09-24,14.32
2021-09-26,14.32
2021-09-27,13.06
2021-09-28,12.36
2021-09-29,13.11
2021-10-08,14.02
2021-10-09,15.57
2021-10-11,15.32
2021-10-12,15.11
2021-10-13,15.0
2021-10-14,16.46
2021-10-15,13.86
2021-10-18,14.85
2021-10-19,15.32
2021-10-20,14.48
2021-10-21,13.82
2021-10-22,13.8
2021-10-25,13.18
2021-10-26,14.75
2021-10-27,15.44
2021-10-28,13.27
2021-10-29,14.69
2021-11-01,14.75
2021-11-02,15.54
2021-11-03,14.8
2021-11-04,14.35
2021-11-05,13.27
2021-11-08,14.01
2021-11-09,13.81
2021-11-10,14.93
2021-11-11,13.87
2021-11-12,15.08
2021-11-15,15.69
2021-11-16,15.29
2021-11-17,13.65
2021-11-18,13.88
2021-11-19,14.09
2021-11-22,13.94
2021-11-23,14.86
2021-11-24,13.94
2021-11-25,14.67
2021-11-26,14.15
2021-11-29,14.09
2021-11-30,14.71
2021-12-01,14.93
2021-12-02,14.05
2021-12-03,15.04
2021-12-06,14.72
2021-12-07,14.78
2021-12-08,14.09
2021-12-09,14.7
2021-12-10,14.61
2021-12-13,15.81
2021-12-14,15.04
2021-12-15,13.72
2021-12-16,14.36
2021-12-17,14.65
2021-12-20,15.23
2021-12-21,15.01
2021-12-22,15.53
2021-12-23,14.43
2021-12-24,12.93
2021-12-27,14.42
2021-12-28,13.5
2021-12-29,13.55
2021-12-30,13.26
2021-12-31,14.33
2022-01-04,15.35
2022-01-05,13.84
2022-01-06,14.51
2022-01-07,14.73
2022-01-10,15.06
2022-01-11,15.05
2022-01-12,15.19
2022-01-13,15.22
2022-01-14,14.66
2022-01-17,15.36
2022-01-18,13.7
2022-01-19,14.3
2022-01-20,13.74
2022-01-21,13.29
2022-01-24,13.81
2022-01-25,14.17
2022-02-11,13.89
2022-02-14,15.88
2022-02-15,15.81
2022-02-16,14.35
2022-02-17,13.72
2022-02-18,14.01
2022-02-21,14.17
2022-02-22,13.86
2022-02-23,13.63
2022-02-24,13.97
2022-02-25,14.12
2022-02-28,14.32
2022-03-01,15.44
2022-03-02,13.81
2022-03-03,15.46
2022-03-04,14.03
2022-03-07,15.12
2022-03-08,16.7
2022-03-09,16.56
2022-03-10,15.18
2022-03-11,14.16
2022-03-14,14.01
2022-03-15,13.71
2022-03-16,15.26
2022-03-17,14.97
2022-03-18,14.95
2022-03-21,15.44
2022-03-22,15.21
2022-03-23,15.19
2022-03-24,14.95
2022-03-25,14.32
2022-03-28,13.48
2022-03-29,14.46
2022-03-30,13.69
2022-03-31,14.37
2022-04-01,14.04
2022-04-02,14.18
2022-04-06,14.12
2022-04-07,14.03
2022-04-08,14.15
2022-04-11,14.77
2022-04-12,15.85
2022-04-13,16.5
2022-04-14,15.11
2022-04-15,15.6
2022-04-18,15.76
2022-04-19,14.52
2022-04-20,14.46
2022-04-21,15.37
2022-04-22,16.15
2022-04-24,15.72
2022-04-25,15.23
2022-04-26,15.27
2022-04-27,14.93
2022-04-29,14.26
2022-05-05,15.15
2022-05-06,14.72
2022-05-07,15.4
2022-05-09,16.57
2022-05-10,16.29
2022-05-11,15.61
2022-05-12,15.01
2022-05-13,14.56
2022-05-16,15.51
2022-05-17,16.52
2022-05-18,13.97
2022-05-19,15.13
2022-05-20,14.77
2022-05-23,15.63
2022-05-24,16.06
2022-05-25,13.99
2022-05-26,13.82
2022-05-27,14.67
2022-05-30,14.33
2022-05-31,13.82
2022-06-01,15.38
2022-06-02,15.58
2022-06-06,16.1
2022-06-07,16.49
2022-06-08,15.12
2022-06-09,16.54
2022-06-10,14.76
2022-06-13,16.28
2022-06-14,15.06
2022-06-15,15.1
2022-06-16,13.65
2022-06-17,15.16
2022-06-20,16.59
2022-06-21,14.31
2022-06-22,15.31
2022-06-23,15.9
2022-06-24,15.53
2022-06-27,16.11
2022-06-28,14.64
2022-06-29,15.81
2022-06-30,14.13
2022-07-01,15.94
2022-07-04,15.86
2022-07-05,15.38
2022-07-07,14.42
2022-07-08,15.21
2022-07-11,14.45
2022-07-12,15.56
2022-07-13,14.66
2022-07-14,15.53
2022-07-15,16.03
2022-07-18,16.31
2022-07-19,15.29
2022-07-20,16.42
2022-07-21,14.93
2022-07-22,14.67
2022-07-25,15.57
2022-07-26,15.33
2022-07-27,16.05
2022-07-29,14.74
2022-08-01,15.92
2022-08-02,16.49
2022-08-03,15.55
2022-08-04,15.5
2022-08-05,14.85
2022-08-08,15.1
2022-08-09,14.17
2022-08-10,14.72
2022-08-11,15.07
2022-08-12,14.21
2022-08-15,15.82
2022-08-16,15.98
2022-08-17,15.5
2022-08-18,15.23
2022-08-19,14.21
2022-08-22,16.44
2022-08-23,15.28
2022-08-24,14.21
2022-08-25,15.95
2022-08-26,15.19
2022-08-29,16.13
2022-08-30,15.02
2022-08-31,14.96
2022-09-01,13.32
2022-09-02,15.71
2022-09-05,16.67
2022-09-06,16.79
2022-09-07,13.91
2022-09-08,16.09
2022-09-09,15.51
2022-09-13,16.84
2022-09-14,15.9
2022-09-15,14.74
2022-09-16,13.57
2022-09-19,16.39
2022-09-20,15.28
2022-09-21,14.64
2022-09-22,15.54
2022-09-23,15.72
2022-09-26,16.25
2022-09-27,15.7
2022-09-28,13.89
2022-09-29,14.46
2022-09-30,15.08
2022-10-08,16.05
2022-10-09,16.22
2022-10-10,14.51
2022-10-11,15.89
2022-10-12,15.68
2022-10-13,13.37
2022-10-14,13.89
2022-10-17,13.42
2022-10-18,15.62
2022-10-19,14.43
2022-10-20,14.8
2022-10-21,13.53
2022-10-24,14.18
2022-10-25,15.97
2022-10-26,13.16
2022-10-27,13.47
2022-10-28,13.39
2022-10-31,15.72
2022-11-01,16.06
2022-11-02,14.7
2022-11-03,13.02
2022-11-04,14.38
2022-11-07,16.19
2022-11-08,15.78
2022-11-09,15.93
2022-11-10,15.38
2022-11-11,13.46
2022-11-14,15.28
2022-11-15,16.52
2022-11-16,14.75
2022-11-17,15.34
2022-11-18,16.53
2022-11-21,15.42
2022-11-22,15.19
2022-11-23,16.3
2022-11-24,14.47
2022-11-25,14.82
2022-11-28,13.6
2022-11-29,15.74
2022-11-30,15.46
2022-12-01,15.01
2022-12-02,13.68
2022-12-05,16.7
2022-12-06,14.96
2022-12-07,15.06
2022-12-08,14.25
2022-12-09,14.68
2022-12-12,15.29
2022-12-13,15.41
2022-12-14,15.78
2022-12-15,13.29
2022-12-16,15.35
2022-12-19,14.59
2022-12-20,15.08
2022-12-21,15.37
2022-12-22,14.93
2022-12-23,15.62
2022-12-26,14.29
2022-12-27,15.25
2022-12-28,15.23
2022-12-29,15.26
2022-12-30,13.4
2023-01-03,15.23
2023-01-04,14.38
2023-01-05,13.33
2023-01-06,13.34
2023-01-09,13.82
2023-01-10,14.22
2023-01-11,15.63
2023-01-12,14.6
2023-01-29,14.72
2023-01-30,14.93
2023-01-31,16.33
2023-02-01,14.81
2023-02-02,16.51
2023-02-03,15.27
2023-02-06,15.08
2023-02-07,15.83
2023-02-08,14.95
2023-02-09,16.65
2023-02-10,14.83
2023-02-13,15.72
2023-02-14,15.52
2023-02-15,15.32
2023-02-16,16.75
2023-02-17,14.2
2023-02-20,14.32
2023-02-21,15.65
2023-02-22,14.17
2023-02-23,13.46
2023-02-24,14.36
2023-02-27,15.54
2023-02-28,14.94
2023-03-01,14.2
2023-03-02,14.93
2023-03-03,14.92
2023-03-06,15.73
2023-03-07,14.45
2023-03-08,14.33
2023-03-16,15.6
2023-03-17,13.99
2023-03-20,16.25
2023-03-21,15.76
2023-03-22,15.83
2023-03-23,14.22
2023-03-24,13.82
2023-03-27,15.18
2023-03-28,14.9
2023-03-29,15.05
